"text","cmp_code","eu_code"
"D66 bestaat veertig jaar.","305",NA
"Al die tijd is onze missie ongewijzigd gebleven: mensen meer te zeggen geven over wie hen bestuurt en hoe zij hun eigen land en leven inrichten.","202",NA
"Langzaam maar zeker zijn deze standpunten van Democraten ‘66 gemeengoed geworden.","305",NA
"Zelfbeschikking is inmiddels de norm: abortus, euthanasie en homohuwelijk zijn maatschappelijk geaccepteerd.","201",NA
"Ombudsman, patiëntenrechten en spreekrecht voor slachtoffers zijn niet meer weg te denken.","201",NA
"Je kunt tegenwoordig winkelen wanneer je wilt.","201",NA
"Innovatie en duurzaamheid staan op de politieke agenda.","416",NA
"Economie en ecologie kunnen samengaan, zie de Waddenzee.","416",NA
"En ook al durft bijna geen partij het aan, de gekozen premier en de gekozen burgemeester moeten er hoe dan ook een keer komen.","202",NA
"Omdat steeds meer mensen zelf willen kiezen.","202",NA
"Je  zou  kunnen  zeggen:  de  missie  van  D66  is  voltooid.","305",NA
"Want  D66  ontstond  als  een  reactie  op het  regentendom  en  de  verzuiling.","305",NA
"Maar  de  politiek  blijft  achter  bij  de  snelle  ontwikkeling van  de  moderne  samenleving.","305",NA
"Nog  steeds  is  er  niets  veranderd  in  de  verhouding  tussen burgers  en  gekozenen.","202",NA
"Des  te  groter  is  de  verantwoordelijkheid  van  D66  om  dit  punt  op  de politieke  agenda  te  blijven  houden.","305",NA
"Bovendien  zijn  er  nieuwe  behoudende  krachten  die  de ontwikkeling  naar  een  werkelijk  open  en  sociale  samenleving  proberen  tegen  te  houden.","201",NA
"En  alleen  in  een  open  samenleving  kan  iedereen  zijn  talenten  ontplooien.","201",NA
"Als er één ding is waar wij niet tegen kunnen is het willekeur en misbruik van macht.","304",NA
"Daar willen we niet aan meedoen.","304",NA
"Macht gaat nooit boven recht.","304",NA
"Een minister die haar macht misbruikt en daar niet op terug wil komen toont geen wijsheid maar halsstarrigheid.","304",NA
"Daarom stapten we uit het kabinet.","305",NA
"De maat was vol.","305",NA
"Wat het zwaarst is moet het zwaarst wegen.","305",NA
"Als duidelijkheid en daadkracht verworden tot hardvochtigheid en rigiditeit is voor ons de grens bereikt.","706",NA
"Regels zijn er voor mensen.","706",NA
"Niet andersom.","706",NA
"Er zijn nieuwe regenten.","201",NA
"Mensen die de huidige verwarring aangrijpen om voor elkaar te krijgen wat ze al jaren willen: meer controle en meer toezicht.","201",NA
"Die met regeltjes komen die zijn gebaseerd op wantrouwen in plaats van vertrouwen.","201",NA
"Regeltjes die onze burgerlijke vrijheden onder druk zetten en onze privacy schenden.","201",NA
"Regeltjes die ontplooiing van talent, ondernemerschap en leven naar eigen goeddunken in de weg staan.","401",NA
"Die schijnveiligheid creëren terwijl ze onze vrijheden aantasten.","201",NA
"Die grenzen willen sluiten, terwijl wij de globalisering als een uitdaging verwelkomen.","107",NA
"En Europa als ons binnenland beschouwen.","108",NA
"Veel mensen willen graag alles bij het oude houden.","416",NA
"Ze blijven zitten waar ze zitten en beschouwen hun positie als heilig.","416",NA
"Ze denken niet aan de volgende generaties","416",NA
"of aan de rest van de wereld.","107",NA
"Ze sluiten anderen uit van wat zij zelf verworven hebben.","416",NA
"Bang om te verliezen wat ze hebben.","416",NA
"Hun goede baan, hun mooie huis, hun verzekerde pensioen.","416",NA
"Heel begrijpelijk.","416",NA
"Maar het gevolg van die angst is dat ze anderen geen toegang willen verlenen.","705",NA
"Tot de arbeidsmarkt, de woningmarkt.","705",NA
"Tot ons land en tot Europa.","607",NA
"Te veel zit nu op slot.","408",NA
"Het onderwijs","506",NA
"en de zorg.","504",NA
"De sociale verzekeringen en de pensioenmarkt.","504",NA
"Ook internationaal: de rijke landen willen niet delen en verlenen geen toegang tot hun markten aan de armere landen.","407",NA
"Overal worden gevestigde belangen ten koste van nieuwkomers verdedigd.","407",NA
"En het gevolg is groeiende tegenstellingen tussen jong en oud, arm en rijk.","503",NA
"En dat leidt tot conflicten die wij niet willen en die ook niet nodig zijn.","503",NA
"Insiders tegenover nieuwkomers: dat is de nieuwe tegenstelling.","503",NA
"Wij willen dat iedereen een eerlijke en gelijke kans krijgt om zich te ontwikkelen en te ontplooien.","503",NA
"Daarom zijn wij tegen de behoudzucht van de belangenbehartigers, links en rechts.","305",NA
"Tegen het egoïsme van de populisten, links en rechts.","305",NA
"Ongelijkheid en uitsluiting zijn nu een voedingsbodem voor burgeroorlogen en terrorisme.","503",NA
"Wij zijn tegen de westerse hypocrisie en bemoeizucht die leiden tot oorlogen als in Irak.","103",NA
"Aan zulke oorlogen willen we niet meedoen.","103",NA
"We zijn tegen nieuwe muren, zoals tussen Israël en Palestina, die de bewegingsvrijheid beperken.","107",NA
"Maar ook de denkbeeldige muren tussen landen die lid willen worden van de EU en lidstaten die hen buiten willen sluiten.","108",NA
"En wij willen de misstanden aanpakken waar we allemaal van weten en (indirect) bij betrokken zijn.","201",NA
"Zoals Guantànamo Bay waar mensenrechten met voeten worden getreden.","201",NA
"Ondertussen bedreigen mensen met fundamentalistische wereldbeelden, vaak religieus vermomd, onze vrijheid.","201",NA
"Hun ergste vijand is onze open samenleving.","201",NA
"Hun grootste succes zou zijn dat wij uit angst onze vrijheden beperken en onze overtuigingen opgeven.","201",NA
"Dat kan en mag nooit zo zijn.","201",NA
"D66 heeft zijn missie vernieuwd.","305",NA
"Of beter gezegd, hervonden.","305",NA
"Wij gaan terug naar onze wortels.","305",NA
"Terug naar de basis.","305",NA
"Vrijzinnigheid is onze inspiratiebron.","305",NA
"Democratie zit in onze genen.","202",NA
"In de relatie overheid-burger is nog veel te weinig veranderd.","202",NA
"Onderhoud aan de democratie is uitgebleven.","202",NA
"Wij hechten niet aan gevestigde belangen en structuren.","305",NA
"Wij zijn de vrijdenkers van de politiek.","305",NA
"Het wordt weer tijd om gevestigde structuren open te breken.","305",NA
