"text","cmp_code","eu_code"
"Het CDA gaat de komende jaren vol aan de bak voor Nederland, voor de generaties van vandaag en die van morgen.","305",NA
"Het CDA wil de komende jaren doorslaggevende beslissingen nemen op het gebied van economie en innovatie, onderwijs, zorg, sociale voorzieningen, ruimtelijke ontwikkeling, milieu en de plaats van Nederland binnen de wereldeconomie.","305",NA
"Alles staat meer dan ooit in het teken van hoe, met wie en met hoeveel wij nu samenleven, maar ook over tien tot dertig jaar.","606",NA
"Het CDA heeft daarbij een duurzame samenleving voor ogen, die niet alleen spaarzaam omgaat met milieu, maar ook oplossingen biedt voor de veranderde samenstelling van onze bedrijvigheid in Nederland, van de behoeften in de zorg en op de arbeidsmarkt.","416",NA
"Bovendien houdt het CDA rekening met het feit dat regio’s in Nederland als gevolg van al die toekomstige ontwikkelingen in economie, leefmilieu en demografie aanzienlijk zullen veranderen.","416",NA
"Voor het CDA is het van belang dat er wordt gewerkt aan een duurzame toekomst,","416",NA
"met houdbare overheidsfinanciën,","414",NA
"waarin de onderlinge solidariteit in de samenleving wordt versterkt.","606",NA
"Het CDA wil daar iedereen bij betrekken en staat ervoor dat iedereen mee kan doen.","606",NA
"Het CDA gelooft in een persoonlijke verantwoordelijkheid tegenover onszelf en onze naasten, of ze nu tijdgenoten zijn, mensen van volgende generaties of vertegenwoordigers van een andere geloofs- of levensovertuiging.","606",NA
"Om deze uitdagingen te lijf te gaan, is het goed om terug te vallen op je beginselen.","603",NA
"Het CDA gelooft – en heeft dat altijd gedaan – in gespreide verantwoordelijkheid, rentmeesterschap, solidariteit en publieke gerechtigheid als ordenende principes.","603",NA
"Op grond van een relationeel mensbeeld, aan het evangelie ontleend, gaan christendemocraten uit van een grote verantwoordelijkheid voor mensen en hun verbanden.","603",NA
"De christendemocratie grondt in het perspectief dat zij kan bieden op een eigen zienswijze op verantwoordelijkheid.","606",NA
"Het CDA is van mening dat een persoonlijke verantwoordelijkheid niet mag worden vereenzelvigd met een beperkte behartiging van het eigenbelang.","606",NA
"Rentmeesterschap betekent dat burgers en overheid zorgvuldig omgaan met hun omgeving.","501",NA
"Voor het CDA bevordert de overheid dat mensen zorg dragen voor hun omgeving en wat hen is toevertrouwd","501",NA
"en de mogelijkheid hebben om in de maatschappij te participeren, zodat het ook hún maatschappij wordt.","503",NA
"Maar zo’n overheid is ook zelf verantwoordelijk om bijvoorbeeld de eigen huishouding op orde hebben, vindt het CDA.","414",NA
"Niet alleen omdat de samenleving nu goed beheerd moet worden, maar ook vanuit de gedachte van solidariteit met de volgende generaties.","414",NA
