"text","cmp_code","eu_code"
"Hoe mobiliseren we de kracht van Nederland?","606",NA
"Dat is de grote politieke vraag de komende jaren.","606",NA
"Maar als het lukt, kunnen we ook heel wat aan.","606",NA
"Zelfs na de heftigste economische crisis van de laatste tachtig jaar is Nederland één van de rijkste landen ter wereld.","606",NA
"Nederlanders behoren tot de gelukkigste mensen op aarde.","606",NA
"Hoe heftig die crisis ook is, we zijn en blijven een land dat barst van talent, met goede collectieve voorzieningen, initiatiefrijke ondernemers en hardwerkende burgers.","606",NA
"Die kracht van Nederland hebben we de komende jaren hard nodig.","606",NA
"We  staan  als  samenleving  voor  grote  en  unieke  uitdagingen.","606",NA
"Terugklimmen  uit de crisis, de overheidsfinanciën gezond maken, de wereldeconomie verduurzamen, de verzorgingsstaat gereed maken voor de vergrijzing, een nieuw  saamhorigheidsgevoel  smeden  dat  alle  onderlinge  verschillen  overstijgt – wij geloven dat het kan.","606",NA
"Door perspectief te bieden, door eerlijk te delen,  door krachten te bundelen en door niemand aan de kant te laten staan.","606",NA
"De wereld klimt uit het dal omhoog.","410",NA
"Een dal waar we met zijn allen in terecht zijn gekomen door wangedrag binnen financiële instellingen en door falend toezicht.","403",NA
"Maar ook door een volstrekt naïef geloof in de zaligmakende werking van vrije markten, waar de overheid zo ver mogelijk vandaan gehouden moest worden.","413",NA
"En zeker ook door de overwinning van hebzucht en kortetermijnbelang op matiging, verantwoordelijkheidsbesef en duurzaamheid.","416",NA
"De crisis begon in de financiële markten, maar raakte uiteindelijk hele economieën op een manier die niet eerder vertoond was.","0",NA
"Banken vielen om, geldstromen droogden op, overal ter wereld moesten overheden te hulp schieten om erger te voorkomen.","0",NA
"De tweede klap was zo mogelijk nog harder.","0",NA
"De werkloosheid liep op, evenals het aantal faillissementen en we werden allemaal armer.","0",NA
"Gelukkig had de wereld geleerd van de grote crisis in de jaren ’30 van de vorige eeuw.","409",NA
"Dit keer reageerden overheden wel.","409",NA
"Niet met bezuinigingen, maar juist door de begrotingsteugels te laten vieren.","409",NA
"Internationale samenwerking kwam op gang.","107",NA
"Protectionisme werd bestreden, hoewel niet altijd met succes.","407",NA
"Ook in Nederland had dat resultaat.","409",NA
"Door juist in tijden van crisis te blijven investeren is onze economie niet met 6% maar ‘slechts’ met 4% gekrompen.","409",NA
"We hebben voor 150. 000 mensen werkloosheid voorkomen.","409",NA
"Mede daarom heeft Nederland momenteel de laagste (jeugd)werkloosheid van Europa.","409",NA
"In de schatkist zijn wel harde klappen gevallen.","414",NA
"De extra crisisinvesteringen en het afzien van bezuinigingen bij teruglopende belastinginkomsten droegen bij aan een groot financieringstekort.","414",NA
"Vóór de crisis gaven we minder geld uit dan we binnenkregen.","414",NA
"Nu is precies het omgekeerde het geval.","414",NA
"Een probleem dat we hoe dan ook, vroeg of laat, moeten oplossen.","414",NA
"Op andere gebieden is de schade even groot.","410",NA
"Bedrijven zijn failliet gegaan.","410",NA
"Veel ondernemers zagen hun eigen vermogen als sneeuw voor de zon verdwijnen.","410",NA
"Tal van huiseigenaren zijn in de problemen gekomen.","410",NA
"Spaar- en pensioenvermogens zijn verschrompeld.","410",NA
"En hoe goed we het in internationaal opzicht ook doen, de werkloosheid is sterk toegenomen.","410",NA
"Voor iedereen die dat treft, is het een drama.","410",NA
"De klim terug uit het dal is onze eerste grote uitdaging.","410",NA
"Fouten uit het verleden mogen we niet opnieuw maken.","403",NA
"De oorzaken van de crisis vragen allereerst om een fundamentele herbezinning op de verhouding tussen overheid, markt en toezicht.","403",NA
"Maar we moeten ook consequenties verbinden aan het morele verval dat zichtbaar is geworden.","603",NA
"Nooit meer mogen wij toestaan dat besmettelijke hebzucht hele economieën aan de rand van de afgrond brengt.","603",NA
"Overheden en politici kunnen daar iets aan doen, bijvoorbeeld met streng beloningsbeleid en stevig toezicht.","403",NA
"Middelen die aan kracht winnen naarmate we er beter in slagen tot internationale afspraken te komen.","107",NA
"Maar uiteindelijk bestaat er geen wereld waarin alle risico’s uitgebannen zijn door perfecte regels en onfeilbaar toezicht.","603",NA
"Uiteindelijk gaat het om mensen.","603",NA
"Om individuen die bereid zijn verantwoordelijk te handelen en zich voor dat handelen volledig te verantwoorden.","603",NA
"De taak van de politiek is moreel leiderschap.","603",NA
"Financiële markten moeten weer dienstbaar worden aan de reële economie.","403",NA
"We moeten het tekort wegwerken.","414",NA
"We zullen moeten besparen aan de hand van de ideeën uit de Brede Heroverwegingen.","414",NA
"De werkloosheid moet omlaag.","410",NA
"De handel moet weer aantrekken.","410",NA
"En de economische groei, die zich voorzichtig aandient, moet robuust blijken.","410",NA
"Dat laatste hebben we al lang niet meer alleen in de hand.","107",NA
"De Nederlandse economie is onderdeel van de wereldeconomie.","107",NA
"We verdienen het gros van ons geld in het buitenland.","107",NA
"Gaat het daar goed, dan gaat het goed bij ons.","107",NA
"Het Nederlandse bedrijfsleven heeft veel profijt gehad van het openen van wereldmarkten, van het feit dat ondernemers steeds makkelijker over de grens zaken konden doen.","107",NA
"Maar ook in een ander opzicht zijn we economisch steeds sterker verbonden met het buitenland.","108",NA
"In Europa spreken we af hoe we economische groei stimuleren zonder in protectionisme te vervallen.","108",NA
"We delen met zestien andere landen één munt, de euro.","108",NA
"Daarom zijn we erbij gebaat dat ieder land zijn huishoudboekje op orde heeft.","108",NA
"Laksheid van de één mag niet ten koste gaan van welvaart bij de ander.","108",NA
"Nederland moet zich dus ook houden aan de Europese afspraken om het financieringstekort weer naar beneden te brengen.","108",NA
"Die internationale verwevenheid is voor onze eigen bestwil.","108",NA
"Had Nederland geen deel uitgemaakt van het grote Europa met een sterke gemeenschappelijke munt, dan zouden we de crisis niet zo goed zijn doorgekomen.","108",NA
"Maar laten we niet romantiseren.","701",NA
"Bedrijven kunnen makkelijk de grens over.","701",NA
"Werknemers hebben het nakijken.","701",NA
"Het risico dat bedrijven de wijk nemen beperkt overheden in hun handelen.","107",NA
"De concurrentie met opkomende economieën elders ter wereld is zo groot, dat we allang niet meer kunnen volstaan met gematigde loonontwikkeling.","107",NA
"Wel zullen we het in toenemende mate moeten hebben van innovatief ondernemerschap,","411",NA
"van een goed opgeleide beroepsbevolking","506",NA
"en van een aantrekkelijk vestigingsklimaat.","402",NA
"Dat vergt veel meer dan lage belastingen.","408",NA
"Minstens zo belangrijk zijn stabiele arbeidsverhoudingen,","701",NA
"effectieve handhaving van wetten en regels,","605",NA
"aantrekkelijk wonen,","408",NA
"goede bereikbaarheid","411",NA
"en veilige buurten.","605",NA
"Neem bijvoorbeeld de Scandinavische landen.","0",NA
"De belastingdruk is er verhoudingsgewijs hoog, inkomensverschillen zijn klein – en toch staan zij al jarenlang bovenaan de ranglijstjes van landen met een goed vestigingsklimaat.","0",NA
"De opgave is enorm.","0",NA
"We willen én weer groeien na de crisis","410",NA
"én de werkloosheid omlaag brengen","701",NA
"én de overheidsfinanciën gezond maken","414",NA
"én aantrekkelijk blijven voor het internationale bedrijfsleven.","402",NA
"En dat is nog niet alles.","408",NA
"We moeten ons ook meer dan ooit realiseren dat reparatie, terug naar het verleden, niet kan en niet moet.","408",NA
"Juist nu moeten we onze economische structuur moderniseren omdat de oude niet meer houdbaar is.","408",NA
"Nederland wordt in hoog tempo ouder.","0",NA
"Kinderen groeien gezonder op, oudere mensen leven langer, nieuwe generaties kunnen steeds langer van het leven genieten.","0",NA
"Dat is goed nieuws.","0",NA
"Maar helemaal zonder problemen is het niet.","505",NA
"De eerste babyboomers worden dit jaar 65.","505",NA
"Ze staan aan het begin van een golf van uittredende werknemers in ons land.","505",NA
"Zij doen een terecht beroep op de welvaartsstaat, maar kunnen steeds minder een bijdrage leveren aan het productieve vermogen van ons land.","505",NA
"Rond 2040 bereikt de vergrijzing haar hoogtepunt.","505",NA
"Er zullen niet alleen meer oude mensen zijn, er zijn ook steeds minder jonge mensen.","505",NA
"Daar tussenin bevindt zich een steeds kleinere groep die onze samenleving draaiende zal moeten houden, met steeds minder tijd en steeds drukkere bezigheden.","505",NA
"Deze dubbele druk, minder jongeren die de arbeidsmarkt opkomen en meer ouderen die er vanaf gaan, levert tenminste twee problemen op.","505",NA
"Ten eerste komt de financiering van de verzorgingsstaat in de problemen.","505",NA
"Een krimpende beroepsbevolking zal steeds minder kunnen opbrengen om de voorzieningen als goede zorg en goede sociale zekerheid op peil te houden.","505",NA
"Tegelijkertijd worden voorzieningen als de AOW en de gezondheidszorg duurder door het toenemend aantal ouderen.","505",NA
