"text","cmp_code","eu_code"
"Bij deze verkiezingen gaat het in belangrijke mate om vier vragen:","305",NA
"Hoe bezuinigen we op een sociaal en economisch verantwoorde manier;","414",NA
"Hoe gaan we op een vreedzame manier om met onze culturele en religieuze verschillen;","607",NA
"Hoe werken we aan herstel van vertrouwen tussen overheid en burgers;","305",NA
"Hoe benutten we de crisis als kans op een duurzamer economie.","416",NA
"De antwoorden op deze belangrijke vragen zijn bepalend voor de politieke koers van ons land.","305",NA
"De ChristenUnie legt met dit programma haar christelijksociale antwoorden op tafel.","305",NA
"Dit programma bevat keuzes met het oog op een bloeiende samenleving, een duurzame economie en een dienstbare overheid.","305",NA
"Daarmee willen wij werken aan herstel van vertrouwen in ons land en de toekomst.","305",NA
"De ChristenUnie bedrijft politiek bij een open Bijbel en we willen onze politieke keuzes maken als navolgers van Jezus Christus.","603",NA
"Wij geloven dat in de dienst aan God en de dienst aan de naaste iets opbloeit van het goede leven.","603",NA
"Dat leidt tot een politiek van dienstbaarheid aan de samenleving,","606",NA
"verdediging van onze geestelijke en politieke vrijheden,","607",NA
"opkomen voor het gezin,","603",NA
"voor kwetsbaren,","503",NA
"eerbied voor het leven","603",NA
"en een keus voor duurzaamheid.","416",NA
"In een tijd waarin de ene crisis zich op de andere heeft gestapeld, laat de ChristenUnie zich inspireren door het Evangelie om inzicht en richting te verkrijgen voor de vraagstukken van overheid en samenleving van vandaag.","603",NA
"Daarbij laten we het niet bij woorden alleen.","305",NA
"In de afgelopen jaren heeft ChristenUnie laten zien vanuit christelijk-sociale uitgangspunten een opbouwende bijdrage te kunnen leveren aan het bestuur van Nederland.","305",NA
"De ChristenUnie heeft veranderingen op gang gebracht op gebieden waarop we bij de vorige Kamerverkiezingen hebben ingezet: jeugd en gezin, opkomen voor de meest kwetsbaren, zorg voor de schepping.","305",NA
"Denk aan het kindgebonden budget, de Centra voor Jeugd en Gezin, de kentering in het drugs- en alcoholbeleid.","305",NA
"Denk aan de inzet voor opvang van tienermoeders, de markering van de beschermwaardigheid van het leven, de uitstapprogramma’s voor prostituees en schuldhulpverlening.","305",NA
"Denk aan de inzet voor duurzame energiebronnen, internationale gerechtigheid, schoon water, veilige dijken.","305",NA
"Tijdens de crisis heeft de ChristenUnie zich ingezet voor een adequate bestrijding van de gevolgen door te kiezen voor het voorkomen van hoge jeugdwerkloosheid, vergroening van de economie, en het verantwoord terugdringen van de staatsschuld en het begrotingstekort.","305",NA
"Deze resultaten laten zien dat de ChristenUnie in staat is een christelijk-sociale overtuiging te combineren met politiek die stappen in de goede richting zet.","305",NA
"Geen gouden bergen beloven, maar wel doen wat je hebt beloofd.","305",NA
"Wij zijn aan de slag gegaan en hebben ons laten kennen als een partij met ruggengraat en dienstbare politici.","305",NA
"Zo willen we ons opnieuw inzetten, met hart voor mensen en zorg voor de schepping.","305",NA
"De ChristenUnie wil verder.","305",NA
"De ChristenUnie is er van overtuigd dat gezondmaking van de overheidsfinanciën hand in hand gaat met het investeren in vertrouwen tussen overheid en samenleving.","305",NA
"Er moet ingrijpend bezuinigd worden, omdat de staatsschuld snel is opgelopen en we de volgende generatie niet met een ondragelijke last mogen opzadelen.","414",NA
"We kunnen ook niet op de oude voet verder in een dolmakende race naar meer en groter, waarbij we het ene gat met het andere stoppen en de gevolgen voor mens en natuur niet meer in de hand te houden zijn.","416",NA
"We zullen moeten werken aan een duurzame economie.","416",NA
"De overheid is het aan haar roeping verplicht om voortaan dat wat ze moet doen – het dienen van de publieke gerechtigheid – goed te doen","503",NA
"en zichzelf veel meer te leren beperken waar de samenleving recht op ruimte heeft.","607",NA
"Burgers en bedrijven kunnen niet langer al hun wensen en verlangens op het bordje van de overheid leggen en elkaar en hun eigen verantwoordelijkheid over het hoofd zien.","401",NA
"Dit vraagt om een nieuwe keuze van en voor elkaar.","606",NA
"Het vraagt om een herstel van vertrouwen.","305",NA
"Het begrotingstekort zal in een verantwoord tempo moeten worden weggewerkt.","414",NA
"De ChristenUnie kiest ervoor het tekort tot 2015 met 16 miljard te verkleinen.","414",NA
"Allereerst door een kleinere overheid met minder taken.","303",NA
"Mede daardoor zijn stevige bezuinigingen op de overheid mogelijk.","303",NA
"Verder door hervorming in de woningmarkt,","408",NA
"de zorg en de uitkeringsregelingen,","505",NA
"en door een tijdelijke crisis- en hersteltax.","410",NA
"De sterkste schouders dragen de zwaarste lasten.","503",NA
"We doen dit samen, ieder naar vermogen.","503",NA
"De ChristenUnie beoordeelt ombuigingen niet alleen op korte termijn gewin, maar ook op lange termijn effecten.","416",NA
"Op weg naar een duurzame economie.","416",NA
"Het verantwoorde tempo van het aflossen van de schuld is een bewuste keus.","414",NA
"Want het geeft de samenleving het vertrouwen en de tijd om verantwoordelijkheden op zich te nemen.","606",NA
"Burgers en bedrijven krijgen meer ruimte en minder overheidstoezicht.","401",NA
"Het onderwijs krijgt meer vrijheid.","607",NA
"Er komt een sterkere verbinding tussen formele en informele zorg, waarbij familie, vrienden en de buurt een grotere rol kunnen spelen.","606",NA
"Burgers worden nadrukkelijker bij hun wijken en de veiligheid van hun buurten betrokken.","606",NA
"Boeren krijgen een grotere verantwoordelijkheid voor het beheer van ons landschap.","703",NA
"Bedrijven ondernemen menswaardig en milieubewust en zijn het vertrouwen van hun klanten waard.","416",NA
"Dat is christelijk-sociale politiek en biedt perspectief op een dienstbare overheid en een bloeiende samenleving.","305",NA
"Een andere grote vraag waar we voor staan, is of we in staat zijn vreedzaam met onze verschillen om te gaan.","607",NA
"Ons land is altijd een land van minderheden geweest en heeft de afgelopen decennia steeds meer een multiculturele en multireligieuze aanblik gekregen.","607",NA
"Deze veranderingen vragen veel van ons aller aanpassingsvermogen.","607",NA
"De intense debatten over de identiteit van Nederland, de positie van de islam, religie in het publieke domein, integratie, leefbaarheid en veiligheid laten zien dat de toekomst van onze samenleving veel mensen aan het hart gaat.","607",NA
"De sociale en politieke polarisatie onderstreept de noodzaak om opnieuw duidelijk te maken waar we het met elkaar absoluut over eens moeten zijn – de democratische rechtsstaat en haar politieke en geestelijke vrijheden –","608",NA
"en waar we in ontspannenheid van elkaar kunnen verschillen.","607",NA
"Het komt aan op burgers die zich van harte verbinden aan onze rechtsstaat","606",NA
"en op de overheid die deze rechtsstaat met alle wettige middelen handhaaft en beschermt.","605",NA
"Dat vormt de basis om met onze culturele en religieuze verschillen om te gaan.","607",NA
"In het debat over de toekomst van Nederland levert iedereen zijn bijdrage.","607",NA
"De ChristenUnie brengt het heilzame perspectief in van bijbelse waarden als gerechtigheid, naastenliefde, zorg voor de schepping en eerbied voor het leven.","607",NA
"Maar tegelijkertijd is er in de samenleving een seculier sentiment waarneembaar dat steeds minder ruimte laat voor levensbeschouwing.","607",NA
"Er lijkt een seculier-liberale meerderheidscultuur te ontstaan die weinig afwijking meer duldt.","607",NA
"De ChristenUnie staat echter pal voor de vrijheid om je hart te laten spreken, om in de samenleving werk van je geloof te maken.","607",NA
"Geloof en ideologische overtuigingen zijn bepalend voor de identiteit van mensen.","607",NA
"De vrijheid om het Evangelie – of welke overtuiging dan ook – te verbinden met maatschappelijke betrokkenheid is ons dierbaar.","607",NA
"Wij geven ruimte aan verschil, zoals we dat in ons land al heel lang doen.","607",NA
"Ruim baan dus voor bijzonder onderwijs, christelijke zorginstellingen, levensbeschouwelijk jeugdwerk en een pluriform omroepbestel.","607",NA
"De gevolgen van de recessie zullen nog jarenlang voelbaar zijn voor bedrijven en burgers.","416",NA
"De ChristenUnie is echter doordrongen van het besef dat we als samenleving een kans verspillen als we klakkeloos op de oude voet verdergaan.","416",NA
"De economische crisis heeft ons immers met de neus op een aantal feiten gedrukt: we hebben op te grote voet geleefd.","416",NA
"Er is een samenhang tussen crises op financieel vlak, op het gebied van voedsel, klimaat en natuurlijke hulpbronnen.","416",NA
"Die samenhang is dat de Westerse wereld te kampen heeft met een fundamentele waardencrisis.","416",NA
"In het christelijk-sociale denken staan verantwoordelijk beheer van de schepping en onderlinge solidariteit centraal.","603",NA
"De mens leeft niet voor zichzelf.","603",NA
"Economische groei is geen doel op zich, maar een middel.","416",NA
"De ChristenUnie beschouwt de wereldwijde crisis als hét moment om een omslag te maken.","416",NA
"Het gaat er daarbij niet om dat het allemaal ‘minder’ moet, maar ‘beter’ kan.","416",NA
"We willen een economie waarin consumenten geen genoegen meer hoeven te nemen met oneerlijk en niet-duurzaam gemaakte producten en opgewekte energie.","416",NA
"Op lange termijn is het winstgevend als ondernemers zich bij innovaties en investeringen laten leiden door duurzame waarden.","416",NA
"De ChristenUnie weet zich geplaatst voor grote uitdagingen.","305",NA
"Hoe krijgen we de overheidsfinanciën gezond,","414",NA
"hoe herstellen we het onderlinge vertrouwen,","606",NA
"hoe houden we de samenleving leefbaar","605",NA
"en hoe slaan we de weg in naar een duurzame economie?","416",NA
"Het zijn de concrete vraagstukken waarop we in dit programma christelijk-sociale antwoorden formuleren.","305",NA
"Dat doen we niet in de illusie dat politiek de hemel op aarde zou kunnen vestigen.","305",NA
"De ChristenUnie gelooft niet in politieke blauwdrukken voor een perfecte samenleving.","305",NA
"Maar we leggen ons evenmin neer bij de status quo, we berusten niet in onrecht, morele en culturele verwarring, een doldraaiende economie, een verontruste samenleving, een schepping onder druk en aantasting van het leven.","305",NA
"Integendeel, de politiek van de ChristenUnie is politiek van geloof en hoop.","603",NA
"Geloof dat God ons de weg wijst en trouw blijft.","603",NA
"Hoop op bevrijding van geknechte mensen en op een nieuwe start voor een ontspoorde samenleving.","603",NA
"God heeft met Jezus Christus een nieuw begin gemaakt en zal straks komen met zijn definitieve vrederijk.","603",NA
"Daardoor verliezen we niet snel de moed, maar steken we de handen uit de mouwen en doen we wat we moeten en kunnen.","606",NA
"Biddend om Gods zegen zetten we ons in voor een bloeiende samenleving, een duurzame economie en een dienstbare overheid.","603",NA
"Niemand leeft voor zichzelf; we zijn op elkaar aangewezen.","606",NA
"De ChristenUnie is daarom een partij van de samenleving.","606",NA
"We geven ruimte aan gezinnen, bedrijven, verenigingen en sluiten ons aan bij de beweging van burgers die aan de slag gaan voor een betrokken samenleving.","606",NA
"Talloze burgers zijn actief in vrijwilligersorganisaties, sportverenigingen, kerken, steunen goede doelen, zorgen met hun bedrijven voor werkgelegenheid, helpen mee in de school van hun kinderen en het verzorgingshuis van hun ouders.","606",NA
"De ChristenUnie is een bondgenoot van die burgers, maakt zich sterk voor veiligheid en wil ruimte voor de samenleving.","606",NA
"Dus ook ruim baan voor bijzonder onderwijs, christelijke zorginstellingen, levensbeschouwelijk jeugdwerk en een pluriform omroepbestel.","607",NA
"Als we denken over onze samenleving, voelen we ons aangesproken door wat Jeremia schrijft aan zijn volksgenoten in ballingschap: zet je in voor de bloei van de stad waarin je woont, want de bloei van de stad is ook jullie bloei (Jeremia 29:7).","603",NA
"Zo willen ook wij hier en nu ons inzetten voor de bloei van onze samenleving.","603",NA
"Wie zou niet willen leven in een verbonden, betrokken en verantwoordelijke samenleving.","606",NA
"Voorwaarden voor zo’n bloeiende samenleving zijn veiligheid en leefbaarheid.","605",NA
"Geweld en overlast doen een inbreuk op het veiligheidsgevoel en roepen terecht grote verontwaardiging op.","605",NA
"Wie wordt er niet kwaad als je hoort dat ambulancepersoneel wordt lastig gevallen als ze hulp bieden.","605",NA
"Hoe is het mogelijk dat een busmaatschappij niet langer in een bepaalde wijk wil rijden.","605",NA
"En we laten het toch niet gebeuren dat onze buurten verpauperen en het vuil op straat slingert.","605",NA
"De overheid moet duidelijk zijn in haar reacties op criminaliteit en overlast.","605",NA
"Niet alleen omdat straf op wangedrag vanzelfsprekend zou moeten zijn.","605",NA
"Maar ook omdat anders de samenleving ondermijnd wordt.","606",NA
"Als mensen zich onveilig voelen komen ze minder makkelijk buiten de deur, leggen ze minder snel contact.","606",NA
"Soms verhuizen mensen zelfs uit hun wijk omdat ze zich er angstig voelen.","605",NA
"Een samenleving werkt gewoon niet als het niet veilig is.","605",NA
"Bij het ‘terugwinnen van de straat’ en het werken aan veiligheid en leefbaarheid heeft iedereen een rol.","606",NA
"Niet alleen de overheid, maar ook burgers, winkels, scholen, politie en woningcorporaties.","606",NA
"Leefbare wijken en veiligheid maken we met elkaar.","606",NA
"Lokaal ondernemerschap verbetert de leefbaarheid en werkgelegenheid.","606",NA
"Burgers krijgen een grotere betrokkenheid op hun buurt als ze worden gestimuleerd tot het nemen van eigen verantwoordelijkheid voor het opknappen van huizen en straten.","606",NA
"Woningcorporaties en overheden kunnen elkaar vinden in het werken aan schone, veilige en dus leefbare buurten.","606",NA
"Dat zijn buurten waarin jongeren veilig naar school gaan en op hun speelveldjes spelen, waarin hun ouders met een gerust hart wonen, werken en winkelen en waarin ouderen op een bankje van de oude dag genieten.","606",NA
"De overheid is hierin een bondgenoot van de lokale bewoners door te werken aan integratie van nieuwkomers en bijvoorbeeld het algemene gebruik van het Nederlands verder te stimuleren zodat we elkaar allemaal verstaan.","608",NA
"Door jongeren en gezinnen daar te helpen waar ze dat nodig hebben.","503",NA
"Straatcoaches kunnen via hun contacten met straatjongeren al vroeg signaleren of er problemen dreigen te ontstaan.","606",NA
"Gezinsmanagers kunnen het geheel van problemen van een gezin in kaart brengen en aan oplossingen werken.","606",NA
"Ouders zullen – indien nodig verplicht – moeten samenwerken met scholen en andere instanties met het oog op het welzijn van hun kinderen.","603",NA
"Lokale toezichthouders signaleren en bestrijden overlast zoals vuil en zogenaamde kleine criminaliteit.","605",NA
"Agenten dienen zichtbaar te zijn als dat nuttig is en direct beschikbaar als dat moet, op straat, in de wijk en op het platteland.","605",NA
"Burgers die mee willen helpen bij het oplossen van misdrijven worden serieus genomen.","606",NA
"Het opsporen en bestrijden van misdrijven is een zaak van politie en justitie.","605",NA
"Maar ook burgers kunnen hieraan bijdragen.","606",NA
"Hoe meer preventie en hoe groter de pakkans, des te minder krijgt misdaad de kans om grip te krijgen op de samenleving.","606",NA
"Deze uitgangspunten leiden tot de volgende maatregelen:","305",NA
"Burgernet wordt uitgebreid.","605",NA
"Via Burgernet kunnen burgers onmiddellijk misdrijven melden.","605",NA
"Hoe sneller de melding, hoe sneller de politie ter plaatse is en hoe groter de pakkans.","605",NA
"Op initiatief van de ChristenUnie is Burgernet van start gegaan.","605",NA
"De komende periode maken wij ons sterk voor een landelijk dekkend netwerk en uitbreiding daarvan met het oog op urgente hulpverlening, zoals vermiste kinderen.","605",NA
"Er worden voorzienin- gen getroffen zodat deelnemers aan Burgernet kunnen worden ingeschakeld voor EHBO en reanimatie.","605",NA
