"text","cmp_code","eu_code"
"Onze straten worden geteisterd door tuig.","605",NA
"Nederland is op veel plekken zeer onveilig.","605",NA
"Waar vroeger criminaliteit een incident was, zien we nu dat hele wijken worden overgenomen.","605",NA
"De straatterroristen hebben het voor het zeggen.","605",NA
"De politie treedt te weinig op.","605",NA
"Onze agenten zitten te veel binnen, achter de computer.","605",NA
"Vaak is angst voor de lieve vrede een reden de agenten binnen te houden.","605",NA
"Bazen willen niet dat er wordt opgetreden – bang voor escalatie en confrontatie.","605",NA
"Politie wordt te veel gezien als sociale instelling waarvan de leden de problemen met de mond moeten oplossen.","605",NA
"De politie wil te veel een beste vriend zijn.","605",NA
"Aangiften worden vaak niet aangenomen.","605",NA
"In politietermen heet dat ‘platlullen’, mensen worden met een oeverloos gesprek overgehaald geen aangifte te doen.","605",NA
"Te veel aangiften betekent ingrijpen en dat kost tijd.","605",NA
"De Partij voor de Vrijheid kiest voor zero tolerance.","605",NA
"Elk afdingen van het gezag van de politie moet worden tegengegaan.","605",NA
"De politie moet heer en meester zijn op straat.","605",NA
"Er mag nooit enig misverstand over bestaan wie de baas is in onze wijken, dorpen en steden.","605",NA
"Toegeven aan het tuig is het begin van het einde.","605",NA
"De PVV kiest voor fors extra geld voor veiligheid.","605",NA
"Dat zijn 10.000 agenten meer op straat.","605",NA
"Uiteraard zorgen we ervoor dat die nieuwe agenten niet achter het bureau terecht komen, maar volop zichtbaar zijn op straat.","605",NA
"De politie moet minder bonnen uitschrijven en meer boeven vangen.","605",NA
"Op veel plekken had dat allang moeten gebeuren; Culemborg, Veenendaal, Amsterdam-Slotervaart, Utrecht - noem alle probleemwijken maar op.","605",NA
"De PVV kiest ook voor hoge minimumstraffen en zwaardere maximumstraffen.","605",NA
"Nu besluiten D66’ers in toga nog graag tot taakstraffen, want anders kwetst dat de tere ziel van de misdadigers maar.","605",NA
"De Partij voor de Vrijheid wil de vrijheid van rechters aan banden leggen.","605",NA
"Om maar een paar voorbeelden te noemen.","605",NA
"Verkrachting: minstens 10 jaar gevangenisstraf.","605",NA
"Wie nogmaals in de fout gaat (recidive) gaat voor minstens 20 jaar achter de tralies.","605",NA
"Voor zware mishandeling niet zoals nu maximaal 8 jaar cel, maar maximaal 20 jaar.","605",NA
"Na drie zware geweldsmisdrijven levenslang; three strikes you’re out.","605",NA
"De kosten van tenuitvoerlegging van straffen moet op de veroordeelden worden verhaald.","605",NA
"Criminelen moeten hun slachtoffers, meer dan nu gebeurt, compenseren.","605",NA
"900 miljoen extra voor politie","605",NA
"Politieagenten weg achter het bureau en de straat op","605",NA
"Agenten moeten minstens 80 procent van hun werktijd zichtbaar op straat zijn","605",NA
"Geen versnippering, maar één nationale politie","605",NA
"Einde bonnenquota bij de politie","605",NA
"Ministerie van Veiligheid","605",NA
"Invoeren van hoge minimumstraffen en hogere maximumstraffen","605",NA
"Minimum prostitutieleeftijd naar 21 jaar","605",NA
"Preventief fouilleren in het hele land","605",NA
"Etnische registratie van iedereen. Inclusief vermelding ‘Antilliaan’","605",NA
"Geen alcohol achter het stuur","605",NA
"Na drie zware geweldsmisdrijven levenslang; three strikes you’re out","605",NA
"Geen taakstraffen","605",NA
"Geen TBS","605",NA
"Geen vervroegde invrijheidstelling bij goed gedrag","605",NA
"Bezuinigen op de reclassering","605",NA
"Afschaffen verjaring van gewelds- en zedenmisdrijven","605",NA
"Heropvoedingskampen","605",NA
"Versobering gevangenissen","605",NA
"Geen coffeeshops in een straal van 1 kilometer rond scholen","605",NA
"Kraken verbieden","605",NA
"Niet-Nederlanders die een misdrijf plegen direct uit Nederland verwijderen","605",NA
"Nederlandse nationaliteit van criminelen met een dubbele nationaliteit intrekken","605",NA
"Criminele Antillianen sturen we terug","605",NA
"Verlagen strafrechtelijke meerderjarigheidsgrens van 18 naar 16 jaar","605",NA
"Omkering bewijslast bij noodweer in eigen woning/bedrijf","605",NA
"Falende leden van zittende en staande magistratuur weg","605",NA
"En vooral: 10.000 politieagenten erbij","605",NA
"De islam is vooral een politieke ideologie; een totalitaire leer gericht op dominantie, geweld en onderdrukking.","608",NA
"Gericht ook op de invoering van een stelsel van wetten, de sjaria.","608",NA
"Op veel plekken zien we dat de islam zeggenschap aan het verwerven is over territorium.","608",NA
"Natuurlijk zijn er veel gematigde moslims.","705",NA
"Maar een substantieel gedeelte van de islamieten is dat niet.","608",NA
"Er bestaat onder mohammedanen een brede steun voor de invoering van de sjaria, de jihadaanslagen van 11 september en de afkeer van Joden en het Westen.","608",NA
"Wat zeker niet bestaat is een gematigde islam.","608",NA
"De islam is gebouwd op twee onveranderbare pijlers: de letterlijkheid van de koran (het ongecreëerde woord van Allah) en de volmaaktheid  van Mohammed, hun profeet.","608",NA
"De islam gaat uit van de fundamentele ongelijkheid van mensen.","608",NA
"Het ziet twee categorieën: moslims en kaffirs (niet-moslims).","608",NA
"De een is superieur, de ander  minderwaardig.","608",NA
"De islam streeft naar wereldheerschappij.","608",NA
"Jihad is de plicht van elke moslim.","608",NA
"De koran schrijft gedrag voor dat strijdig is met onze rechtsstaat, zoals antisemitisme, discriminatie van vrouwen, het doden van ongelovigen en heilige oorlog tot de werelddominantie van de islam een feit is.","608",NA
"Veel problemen, of de intensiteit ervan, vinden hun oorsprong in het ‘opengrenzenbeleid’ zoals dat de afgelopen decennia is gevoerd.","608",NA
"Er zou zonder massa-immigratie uiteraard ook misdaad zijn, maar ‘nieuwe Nederlanders’ eisen wel een erg groot aandeel in de criminaliteit voor zich op.","608",NA
"Uitkeringsafhankelijkheid, geweld tegen homo’s en vrouwen, eerwraak, schooluitval etc.zijn van alle tijden, maar zouden een stuk minder zijn als de elites zich niet hadden bekeerd tot het cultuurrelativisme.","608",NA
"Dankzij die club in Brussel wordt Europa in rap tempo Eurabië.","110",NA
"Nederland moet daarom net als  Denemarken onmiddellijk een opt-out bedingen, zodat de EU niets meer te zeggen heeft over ons immigratiebeleid.","110",NA
"Alle beslissingen van Brussel op het gebied van de massa-immigratie moet Nederland onmiddellijk naast zich neer leggen.","110",NA
"Criminelen met een niet-Nederlandse nationaliteit gaan, nadat ze hun straf hebben uitgezeten, meteen en onvrijwillig retour afzender.","608",NA
"Zij zijn de Nederlandse samenleving niet waard gebleken.","608",NA
"Maar we nemen ook afscheid van vreemdelingen die geen baan hebben – met het programma ‘Werken of Wegwezen’.","608",NA
"Nederland wordt door velen in het buitenland gezien als een afhaalloket van gratis uitkeringen.","608",NA
"De liefde voor ons land zal snel afnemen als we immigranten voor tien jaar uitsluiten van de sociale zekerheid.","608",NA
"Elke vier of vijf jaar een generaal pardon is natuurlijk waanzin.","608",NA
"Mensen weigeren na een afwijzing te vertrekken, vervolgens organiseert de staatstelevisie acties om deze weigeraars als zielig te portretteren, gesteund door linkse gesubsidieerde actiegroepen.","608",NA
"Gevolg is dan steeds het zoveelste miljardenverslindende generaal pardon.","608",NA
"Wij willen een wet die dat onmogelijk maakt.","608",NA
"Een wet tegen het generaal pardon.","608",NA
"We bestrijden de dubbele nationaliteit.","608",NA
"Niemand kan Nederlander worden zolang hij of zij nog een andere nationaliteit bezit.","608",NA
"De islam is vooral een politieke ideologie en kan dus op geen enkele manier aanspraak maken op de voorrechten van een godsdienst","608",NA
"Geen moskee er meer bij","608",NA
"Alle islamitische scholen dicht","608",NA
"Moskeeën sluiten waar geweld wordt gepropageerd","608",NA
"Geen islamitische sekseapartheid; niet bij inburgeringscursussen, niet bij theaters, niet bij bibliotheken, niet bij zwembaden of waar dan ook","608",NA
"Geen subsidies meer voor islamitische media: Marokko.nl, Maroc.nl etc.","608",NA
"Snij in de afdeling propaganda van multicultureel Nederland: de publieke omroep","608",NA
"Geen hoofddoekjes in de zorg, het onderwijs, het gemeentehuis of waar dan ook bij de overheid, en evenmin bij welke gesubsidieerde organisatie dan ook","608",NA
"De stekker uit de Commissie Gelijke Behandeling, de multiculturele schijnrechtbanken","608",NA
"EU: Turkije er in, Nederland er uit","110",NA
"Dubbele nationaliteit stoppen. Wie een andere nationaliteit behoudt, kan geen Nederlander worden","608",NA
"Vrouwenbesnijdenis zwaar bestraffen","608",NA
"Verbied de boerka en de koran, belast hoofddoekjes","608",NA
"Verbod op koranlessen op school, evenals in gebouwen die door schoolbesturen worden beheerd, dus ook geen koranlessen ‘na schooltijd’ of in het gebouw van de school","608",NA
"Assimilatiecontracten. Niet tekenen of niet naleven = het land uit","608",NA
"Voor vreemdelingen geldt: werken of wegwezen. Geen baan = geen plaats in Nederland","608",NA
"Criminelen na bestraffing eruit als zij alleen een verblijfsvergunning hebben of een  dubbele nationaliteit","608",NA
"Weg met procedurestapelen. Afgewezen = meteen weg","608",NA
"Een wettelijk verbod op het generaal pardon","608",NA
