"text","cmp_code","eu_code"
"Wij  hebben  in  Nederland  veel  waar  we  trots  op  kunnen  zijn.","601",NA
"Maar  een aantal  zaken  moet  verbeteren.","305",NA
"De  wereld  verandert  razendsnel  en  wij  zullen  daar  goed  op  moeten inspelen.","107",NA
"Geen  oude  oplossingen  voor  nieuwe  problemen.","305",NA
"Dat  vraagt  om  duidelijke  keuzes.","305",NA
"Precies  waar verkiezingen  over  gaan.","305",NA
"De  politiek  maakt  net  als  iedereen fouten.","305",NA
"Op  zich  niet  erg,  als  men  er  maar van  leert.","305",NA
"Te  lang  blijven  aanhikken tegen  onvermijdelijke  veranderingen  is  zo’n  fout.","305",NA
"Durven  doorpakken  is  een goede  Nederlandse  eigenschap.","601",NA
"Net  als  vertellen  waar  het  om  gaat.","601",NA
"In  begrijpelijke  taal,  kort  en  duidelijk.","601",NA
"Wij  hebben  veel  te  winnen  in  de komende  jaren,  maar  dan  moeten  we daarvoor  kiezen.","305",NA
"Wij  kiezen  voor  een welkome  samenleving,","607",NA
"maar  ook  voor strenge  eisen  aan  nieuwkomers.","608",NA
"Wij kiezen  voor  een  leven  lang  leren  en  jezelf ontwikkelen,","411",NA
"voor  het  plezier  van  werk voor  ieder  die  kan.","701",NA
"Wij  kiezen  voor  een overheid  die  er  is  voor  iedereen.","305",NA
"Wij  kiezen  voor  heldere  spelregels  met duidelijke  consequenties.","605",NA
"En  ook  kiezen we  voor  een  samenleving  die  kansen biedt  aan  iedereen,  zonder  onderscheid.","503",NA
"Want  wij  willen  een  samenleving  met ambitie, voor iedereen!","606",NA
"De inkomstenbelasting gaat voor alle tariefschijven omlaag met 3 procent.","401",NA
"Bijna elke Nederlander profiteert.","401",NA
"Dat zijn netto euro’s waar iedereen wat mee kan.","401",NA
"De AOWleeftijd blijft bij de VVD staan op 65.","504",NA
"Vanaf die leeftijd betaal je hier geen premie meer voor: geen verdere fiscalisering.","504",NA
"Daar hebben de oudere generaties recht op.","706",NA
"Geen onduidelijkheid, maar helderheid.","305",NA
"De hypotheekrenteaftrek staat voor de VVD als een huis.","504",NA
"Deze zekerheid is de basis voor een gezonde woningmarkt.","504",NA
"Daar willen wij geen bom onder leggen.","504",NA
"De belastingverlaging geeft vrijwel alle huishoudens meer koopkracht.","401",NA
"Ook voorkomt dit een loongolf en het gevaar van een nieuwe economische recessie.","410",NA
"De gebruikelijke looneisen kunnen namelijk beperkt blijven.","410",NA
"Kortom, mensen houden meer over, zonder dat ons land daardoor te duur wordt voor het buitenland.","410",NA
"Zo houdt Nederland de ingezette groei vast.","410",NA
"Solide overheidsfinanciën, dat betekent doorgaan met aflossing van de staatsschuld.","414",NA
"Nu zijn we met zijn allen jaarlijks 13 miljard kwijt aan rente.","414",NA
"In lijn met de vermaarde Zalmnorm moeten meevallers op de begroting blijvend worden aangewend voor schuldaflossing.","414",NA
"Geen potverteren op kosten van onze kinderen.","414",NA
"Onze economie kan niet zonder vakmensen.","506",NA
"Scholen moeten vakmanschap in ere herstellen.","506",NA
"Het beroepsonderwijs mag weer trots uitstralen.","506",NA
"In het vmbo is intensiever contact met de praktijk, voor leerlingen én leraren, een noodzaak.","506",NA
"Weg met het idee dat theorie belangrijker is dan praktijk.","506",NA
"Ondernemerschap wordt aangemoedigd.","401",NA
"Het verlaagt de drempel wanneer je op school bijvoorbeeld al eens een bedrijfsplan hebt geschreven, weet hoe je  geld  bij  de  bank  kunt  lenen  of  wat  de belastingdienst  van  je  vraagt.","506",NA
"Scholen voor mbo en hbo moeten netafgestudeerden helpen met kennis en fondsen om zelf een bedrijfje te starten.","402",NA
"Begeleid en investeer mee.","402",NA
"Af en toe een opfriscursus en open toegang tot kennis versterken de levenslange band tussen school en leerling.","411",NA
