"text","cmp_code","eu_code"
"Een goed gezin is het halve werk.","603",NA
"Het cliché is overbekend, maar niet minder waar: het gezin is de hoeksteen van de samenleving.","603",NA
"Gaat die hoeksteen kapot, dan gaat er meer mis.","603",NA
"De Bijbel is daar helder over en de praktijk bewijst het.","603",NA
"In een gezin dat intact is en geborgenheid biedt, komen de leden ieder voor zich en samen met elkaar goed tot hun recht.","603",NA
"Ook in de samenleving staan zij sterk.","606",NA
"Maar waar de onderlinge liefde ontbreekt en mensen hun eigen gang gaan, is vaak verdriet en gebrokenheid.","606",NA
"Niet alleen betrokkenen zelf lijden daar onder, maar ook hun omgeving.","606",NA
"De basis van een gezin is het huwelijk.","603",NA
"Dat is de in principe levenslange verbintenis tussen een man en een vrouw.","603",NA
"Het huwelijk is door God Zelf ingesteld en was in alle tijden en plaatsen dé leefvorm bij uitstek.","603",NA
"Begrijpelijk, want in een huwelijk kunnen de taken worden verdeeld en vullen de verschillend geaarde man en vrouw elkaar goed aan, ieder met de hem en haar gegeven gaven en talenten.","603",NA
"Vanuit de liefdesband die hen beiden als het goed is- verbindt en ze tot één gemeenschap maakt, komen ze verder in het leven, met alle zorgen en moeilijkheden die er kunnen zijn, maar óók met alle mooie en ontroerende momenten.","603",NA
"Dat komt nog sterker tot uitdrukking als het huwelijk gezegend mag worden met kinderen.","603",NA
"Zij zijn sterk afhankelijk van de zorg en hulp van vader en moeder.","603",NA
"Zeker als ze nog jong zijn, maar ook later, wanneer ze steeds meer op eigen benen gaan staan.","603",NA
"Ook dán staan ze sterker als ze weten dat er een ‘thuisbasis’ is waar ze altijd op terug kunnen vallen.","603",NA
"Deze bijbelse wijsheid wordt in de praktijk van iedere dag onderstreept door goede, en helaas ook veel slechte voorbeelden.","603",NA
"Kinderen zijn het belangrijkste kapitaal in een samenleving.","603",NA
"Ouders en een overheid die daarin investeren, zullen die aandacht en zorg en dat geld ruimschoots terugverdienen.","603",NA
"In feite staat of valt de toekomst van de hele samenleving met de waardering voor of de verwaarlozing van huwelijk en gezin.","603",NA
"Vanuit deze ‘hoogachting’ voor huwelijk en gezin als dragers onder het leven van mannen, vrouwen en kinderen en als pijler onder de samenleving als geheel, kiest de SGP voor het in ere herstellen van deze instituties.","603",NA
"Feit is dat het klassieke huwelijk en het traditionele gezin steeds meer in het gedrang komen.","603",NA
"Daar zijn veel redenen voor te noemen, alle terug te voeren tot de momenteel heersende opvatting dat ieder mens vrij is om te doen en te laten wat hij of zij zélf wil.","603",NA
"Het zelfbeschikkingsrecht is nu de maat van handelen, met alle wissels die dat trekt op de samenleving als geheel.","606",NA
"Deze dwaze misvatting is in de plaats gekomen van de geruststellende en vertrouwenwekkende wetenschap dat ieder mens mag leven in afhankelijkheid van God en ten dienste van de naaste.","603",NA
"De SGP is zich ervan bewust dat een roep om verbetering op dit punt een pleidooi is voor een andere manier van denken.","603",NA
"Dat is op zich al moeilijk.","603",NA
"Daar komt nog bij dat de mogelijkheden van de staat om op dit terrein iets af te dwingen begrensd worden door de eigen verantwoordelijkheid die personen en gezinnen zélf hebben.","201",NA
"Dit besef is echter geen vrijbrief om de zaken maar op hun beloop te laten.","603",NA
"Dat zou, gelet op de gevolgen, onverantwoord zijn.","603",NA
"Bovendien staan de overheid wel degelijk middelen ten dienste waarmee ze burgers kunnen sturen: de slechte kant op, maar ook de goede.","603",NA
"Dat gebeurt op het gebied van het roken, het alcoholgebruik en het milieu.","603",NA
"Het kan dus ook bij zaken die van wezenlijk belang zijn voor het welzijn van de hele samenleving.","603",NA
"De voorstellen die de SGP doet, worden gedaan uit twee verschillende invalshoeken.","603",NA
"De eerste insteek is gericht op het weerbaar maken van het gezin als ‘broedplaats’ voor waarden en normen voor het leven;","603",NA
"de tweede categorie voorstellen beoogt het gezin te versterken als sociaal-economische eenheid, waarbij het helder is dat beide groepen voorstellen nauw met elkaar samenhangen.","603",NA
"Veel landen om ons heen, Duitsland en België bijvoorbeeld, hebben in hun Grondwet een of meerdere bepalingen staan, waarin de exclusieve waarde van het gezin wordt geproclameerd.","603",NA
"Ook kennen ettelijke landen een minister of staatssecretaris voor het gezin.","603",NA
"Die let er speciaal op hoe bepaalde maatregelen en hoe het beleid meer algemeen in de praktijk uitpakken voor gezinnen.","603",NA
"De SGP is voor het in de Grondwet opnemen van een artikel waarin de waarde van het gezin expliciet wordt erkend.","603",NA
"- Het belang van gezin en jeugd moet tot uitdrukking komen in een minister voor Gezin en Jeugd.","603",NA
"- Nieuwe wet- en regelgeving mogen niet nadelig uitpakken voor gezinnen, in het  bijzonder voor gezinnen met kinderen;","603",NA
