"text","cmp_code","eu_code"
"De wereld is klein.","107",NA
"Globalisering verbindt ons allen.","107",NA
"We zijn in het dagelijks leven nauw verweven met Europa en de andere continenten.","108",NA
"Jongeren MSNen met vrienden over de hele wereld.","107",NA
"Europese scholieren en studenten lopen steeds vaker een tijdje stage in een ander land van de Europese Unie.","108",NA
"Onze buren komen uit Turkije of Marokko, maar ook uit Engeland of Duitsland.","607",NA
"De pensionado zoekt de warmte op in Spanje.","107",NA
"Ondernemers verkopen hun producten ver over de grenzen.","107",NA
"Als praktisch idealisten komen velen in actie, zoals de mensen die weeshuizen stichten in arme landen.","107",NA
"Producten, mensen en ideeën reizen de wereld over.","107",NA
"Wij zien de voordelen en kansen van openheid.","107",NA
"Er is ook een keerzijde.","109",NA
"Sommigen verliezen hun baan, omdat bedrijven zich elders vestigen.","701",NA
"Als de tropische bossen straks werkelijk verdwenen zijn, hapt de wereld naar adem.","501",NA
"Wereldwijd zijn miljoenen op de vlucht voor armoede en geweld.","107",NA
"Olieschaarste, gebrek aan schoon drinkwater en botsende culturen en religies zijn een bron van spanningen en conﬂict.","107",NA
"Radicalisering van islamitische jongeren vindt plaats in internationale netwerken via internet.","107",NA
"Arme landen, vooral in Afrika, hebben nauwelijks invloed op het wereldtoneel.","107",NA
"Eenzijdig optreden van het Westen en het telkens niet nakomen van internationale afspraken over armoede en milieu voeden het wantrouwen in de rest van de wereld.","107",NA
"De afgelopen periode ontbrak de politieke moed om armoede en schending van mensenrechten aan de kaak te stellen.","201",NA
"In de Nederlandse politiek werd de brede blik naar buiten ingeruild voor oogkleppen.","107",NA
"Nederland is een wereldland.","107",NA
"Dat verschuilt zich niet achter de dijken.","107",NA
"Hoop, politieke inzet en betrokkenheid doen er toe.","107",NA
"We zijn met velen die dagelijks strijden voor een rechtvaardige en groene wereld, met meer democratie en minder fundamentalisme.","107",NA
"We zijn voor kwijtschelding van schulden van arme landen","107",NA
"en willen internationale samenwerking die de allerarmsten echt helpt.","107",NA
"Scherpe regels zijn nodig om internationaal opererende bedrijven te dwingen maatschappelijk verantwoord te ondernemen.","403",NA
"Globalisering gaat niet vanzelf goed.","107",NA
"Harde internationale afspraken zijn nodig over mensenrechten en eerlijke handel, aids en vogelgriep, water en klimaatverandering.","107",NA
"Alleen dan bereiken we de zogenoemde ‘millenniumdoelen’ die we hebben afgesproken voor 2015: halvering van de extreme armoede, elk kind gaat naar school, gelijkheid van mannen en vrouwen, minder kinder- en moedersterfte en het stoppen van de verspreiding van ziekten als malaria.","107",NA
"Landen en internationale organisaties moeten samenwerken om conﬂicten te voorkomen.","107",NA
"Maar arme landen bepalen zelf hoe zij zich willen ontwikkelen.","103",NA
"Dat moet niet worden voorgeschreven door het Westen.","103",NA
"Het ideaal van een vrij, vreedzaam en welvarend Europa leeft sterk in Polen, Tsjechië, Hongarije en de andere nieuwe lidstaten.","108",NA
"Een land als Turkije ziet in Europa zijn toekomst.","108",NA
"De Europese samenwerking, die vrede en stabiliteit oplevert, is een voorbeeld in de wereld.","108",NA
"Europa als tegenwicht tegen eigenzinnige Amerikanen, als pleitbezorger van mensenrechten en als trekker van een groene wereldeconomie.","108",NA
"Een moderne en duurzame Europese economie vraagt om forse investeringen in milieu, kennis en innovatie.","416",NA
"Nu gaan miljarden euro’s op aan landbouwbeleid dat ten koste gaat van kleine boeren in ontwikkelingslanden.","416",NA
"GroenLinks is altijd kritisch geweest over ‘het Europa van de markt’, met te weinig plaats voor mens en milieu.","416",NA
"Wij willen een sociaal en groen Europa, dat democratisch en slagvaardig is.","108",NA
